query_id,customer_id,query_text,product_category,query_type,resolution_time_hours,customer_satisfaction,customer_tier,customer_tenure_months,customer_total_orders,customer_avg_order_value,query_length_words,has_order_reference,is_urgent,created_datetime,hour_of_day,day_of_week,is_weekend,query_complexity_score
QRY_001126,CUST_0126,I need a receipt for my purchase #ORD203919 for tax purposes,Electronics,Billing,5.96,2.7,Bronze,67.5,13,188.54,11,True,False,2025-05-17 13:05:48,13,5,True,0.296
QRY_001127,CUST_0127,Can you expedite shipping for order #ORD300852? I need it urgently,Electronics,Shipping,2.33,3.2,Bronze,37.9,13,159.09,11,True,True,2025-03-06 11:00:52,11,3,False,0.508
QRY_001128,CUST_0128,My order #ORD628687 was supposed to arrive yesterday but I haven't received it,Clothing,Shipping,2.08,4.1,Bronze,9.0,9,162.41,13,True,False,2025-07-26 17:13:19,17,5,True,0.254
QRY_001129,CUST_0129,I need a receipt for my purchase #ORD561023 for tax purposes,Clothing,Billing,3.66,2.4,Bronze,20.2,10,136.51,11,True,False,2024-12-09 02:34:54,2,0,False,0.248
QRY_001130,CUST_0130,Why was I charged tax on my order when I live in Maryland?,Clothing,Billing,1.7,4.3,Gold,3.9,9,101.06,13,False,False,2025-09-14 23:23:02,23,6,True,0.178
QRY_001131,CUST_0131,Why was I charged tax on my order when I live in Massachusetts?,Home & Garden,Billing,3.28,2.1,Silver,24.6,14,111.31,13,False,False,2025-10-09 14:14:13,14,3,False,0.424
QRY_001132,CUST_0132,What are the dimensions of the Programming Book?,Books,Product Info,1.18,4.3,Bronze,57.4,13,87.77,8,False,False,2025-03-04 18:26:36,18,1,False,0.076
QRY_001133,CUST_0133,What's the difference between Comic Book and Textbook?,Books,Product Info,1.15,4.6,Silver,70.6,8,272.29,8,False,False,2025-05-31 17:34:34,17,5,True,0.119
QRY_001134,CUST_0134,Can you tell me more about the warranty for Basketball?,Sports,Product Info,0.73,4.8,Bronze,49.4,18,156.46,10,False,False,2024-11-22 08:06:34,8,4,False,0.412
QRY_001135,CUST_0135,When will the T-shirt be back in stock?,Clothing,Product Info,0.96,4.9,Silver,61.4,14,244.1,8,False,False,2025-07-29 19:20:47,19,1,False,0.199
QRY_001136,CUST_0136,Can I return this Dumbbells even though it's been 40 days?,Sports,Returns,1.94,2.8,Silver,32.0,11,217.27,11,False,False,2025-04-25 06:33:27,6,4,False,0.429
QRY_001137,CUST_0137,Can I return this Couch even though it's been 40 days?,Home & Garden,Returns,1.23,3.3,Platinum,43.8,17,65.38,11,False,False,2025-07-28 10:56:31,10,0,False,0.135
QRY_001138,CUST_0138,Can you expedite shipping for order #ORD309991? I need it urgently,Books,Shipping,2.4,3.6,Bronze,9.8,15,226.48,11,True,True,2025-10-10 15:57:24,15,4,False,0.347
QRY_001139,CUST_0139,Can you tell me more about the warranty for Sweater?,Clothing,Product Info,0.67,4.5,Bronze,12.2,12,85.5,10,False,False,2025-03-28 09:45:19,9,4,False,0.227
QRY_001140,CUST_0140,Can I return this Cookbook even though it's been 40 days?,Books,Returns,1.31,4.0,Silver,14.4,9,,11,False,False,2025-06-08 13:20:59,13,6,True,0.491
QRY_001141,CUST_0141,I need to update my billing address for order #ORD905305,Books,Billing,1.7,3.5,Bronze,4.7,12,138.45,10,True,False,2024-11-02 15:20:17,15,5,True,0.159
QRY_001142,CUST_0142,Can I return this T-shirt even though it's been 40 days?,Clothing,Returns,1.83,3.2,Silver,24.0,8,184.81,11,False,False,2025-01-11 09:28:13,9,5,True,0.036
QRY_001143,CUST_0143,My Tennis Racket stopped working after 2 weeks. Can you help?,Sports,Technical Support,6.25,1.5,Bronze,138.4,12,150.7,11,False,False,2025-04-08 16:56:09,16,1,False,0.732
QRY_001144,CUST_0144,The tracking shows my package is stuck in East Ryanfurt for 3 days,Clothing,Shipping,3.28,3.6,Bronze,54.8,9,148.79,13,False,False,2024-12-14 03:04:02,3,5,True,0.23
QRY_001145,CUST_0145,Can you tell me more about the warranty for MacBook?,Electronics,Product Info,2.16,3.4,Bronze,15.3,13,137.25,10,False,False,2025-08-03 02:19:52,2,6,True,0.202
QRY_001146,CUST_0146,When will the Dumbbells be back in stock?,Sports,Product Info,0.66,4.7,Silver,13.9,11,225.2,8,False,False,2025-04-30 12:49:19,12,2,False,0.211
QRY_001147,CUST_0147,How do I reset my Lawn Mower to factory settings?,Home & Garden,Technical Support,6.21,1.8,Bronze,4.8,11,94.47,10,False,False,2025-05-22 20:30:35,20,3,False,0.32
QRY_001148,CUST_0148,My MacBook stopped working after 2 weeks. Can you help?,Electronics,Technical Support,6.94,2.3,Bronze,4.1,14,237.61,10,False,False,2025-01-01 19:16:10,19,2,False,0.209
QRY_001149,CUST_0149,Can you expedite shipping for order #ORD551601? I need it urgently,Clothing,Shipping,1.18,3.8,Bronze,6.0,9,123.77,11,True,True,2025-08-15 07:31:49,7,4,False,0.051
QRY_001150,CUST_0150,What are the dimensions of the Gaming Console?,Electronics,Product Info,2.01,4.1,Silver,6.5,7,174.47,8,False,False,2024-11-21 10:34:27,10,3,False,0.123
QRY_001151,CUST_0151,The Boots app keeps crashing on my phone,Clothing,Technical Support,5.12,3.0,Silver,46.5,16,95.95,8,False,False,2024-12-30 14:59:05,14,0,False,0.468
QRY_001152,CUST_0152,My package was delivered but I wasn't home. Where is it now?,Books,Shipping,1.69,4.0,Bronze,54.4,9,180.8,12,False,False,2025-08-12 13:26:28,13,1,False,0.025
QRY_001153,CUST_0153,My Jacket stopped working after 2 weeks. Can you help?,Clothing,Technical Support,4.95,2.3,Bronze,21.0,11,123.86,10,False,False,2025-08-25 10:05:34,10,0,False,0.433
QRY_001154,CUST_0154,The iPhone app keeps crashing on my phone,Electronics,Technical Support,8.89,2.8,Bronze,11.5,13,202.45,8,False,False,2025-08-31 09:24:24,9,6,True,0.378
QRY_001155,CUST_0155,I need to update my billing address for order #ORD531939,Home & Garden,Billing,3.23,3.1,Silver,12.6,12,160.55,10,True,False,2025-08-07 22:04:56,22,3,False,0.338
QRY_001156,CUST_0156,My credit card shows a charge of $353.00 but I only ordered items worth $46.00,Home & Garden,Billing,1.89,3.9,Gold,3.6,17,145.16,15,False,False,2025-06-15 19:39:14,19,6,True,0.301
QRY_001157,CUST_0157,My order #ORD278026 was supposed to arrive yesterday but I haven't received it,Sports,Shipping,1.23,3.5,Gold,38.6,11,165.39,13,True,False,2025-02-13 03:23:52,3,3,False,0.443
QRY_001158,CUST_0158,Why was I charged tax on my order when I live in New Hampshire?,Electronics,Billing,4.19,3.9,Silver,7.2,8,64.49,14,False,False,2025-08-01 00:54:45,0,4,False,0.557
QRY_001159,CUST_0159,I want to return the Garden Hose I ordered. It doesn't fit properly,Home & Garden,Returns,6.1,,Bronze,59.0,7,170.41,13,False,False,2025-08-05 01:18:30,1,1,False,0.203
QRY_001160,CUST_0160,My order #ORD807905 was supposed to arrive yesterday but I haven't received it,Electronics,Shipping,4.12,3.0,Silver,42.5,9,64.87,13,True,False,2025-07-14 14:01:27,14,0,False,0.499
QRY_001161,CUST_0161,I lost my receipt but want to return this Garden Hose,Home & Garden,Returns,8.66,2.4,Bronze,55.3,17,233.27,11,False,False,2024-11-03 12:46:24,12,6,True,0.431
QRY_001162,CUST_0162,My credit card shows a charge of $74.00 but I only ordered items worth $101.00,Electronics,Billing,4.75,3.2,Bronze,59.0,11,200.72,15,False,False,2025-08-20 03:15:41,3,2,False,0.487
QRY_001163,CUST_0163,My credit card shows a charge of $97.00 but I only ordered items worth $208.00,Electronics,Billing,2.56,3.4,Silver,1.2,8,159.34,15,False,False,2024-11-12 12:13:41,12,1,False,0.337
QRY_001164,CUST_0164,The tracking shows my package is stuck in Elizabethstad for 3 days,Books,Shipping,1.21,4.9,Bronze,11.8,10,112.23,12,False,False,2025-09-18 07:11:10,7,3,False,0.37
QRY_001165,CUST_0165,Can you expedite shipping for order #ORD934301? I need it urgently,Sports,Shipping,1.72,3.6,Silver,8.5,13,174.67,11,True,True,2025-01-15 10:08:21,10,2,False,0.16
QRY_001166,CUST_0166,My package was delivered but I wasn't home. Where is it now?,Sports,Shipping,2.33,4.1,Silver,5.8,13,159.24,12,False,False,2024-11-20 19:54:13,19,2,False,0.241
QRY_001167,CUST_0167,I need a receipt for my purchase #ORD119506 for tax purposes,Home & Garden,Billing,2.44,3.8,Silver,21.8,10,148.25,11,True,False,2025-05-23 09:28:41,9,4,False,0.018
QRY_001168,CUST_0168,Why was I charged tax on my order when I live in Virginia?,Electronics,Billing,2.0,3.4,Silver,13.7,9,238.54,13,False,False,2025-02-13 01:37:19,1,3,False,0.11
QRY_001169,CUST_0169,What's the difference between Textbook and Textbook?,Books,Product Info,0.75,5.0,Gold,28.5,9,113.64,7,False,False,2024-10-24 18:43:59,18,3,False,0.198
QRY_001170,CUST_0170,Is the Garden Hose compatible with Vacuum Cleaner?,Home & Garden,Product Info,1.4,3.3,Gold,3.5,20,137.62,8,False,False,2025-01-17 09:04:46,9,4,False,0.397
QRY_001171,CUST_0171,Why was I charged tax on my order when I live in North Carolina?,Clothing,Billing,2.53,3.5,Bronze,18.7,15,191.7,14,False,False,2025-09-23 21:21:26,21,1,False,0.249
QRY_001172,CUST_0172,I need to update my billing address for order #ORD268384,Clothing,Billing,2.79,3.1,Bronze,16.1,19,172.96,10,True,False,2024-12-15 13:30:51,13,6,True,0.295
QRY_001173,CUST_0173,The Coffee Maker arrived damaged. How do I return it?,Home & Garden,Returns,3.49,2.2,Silver,62.2,8,95.95,10,False,False,2025-07-28 02:33:23,2,0,False,0.215
QRY_001174,CUST_0174,I need to change the delivery address for order #ORD557318,Books,Shipping,1.49,5.0,Gold,85.0,19,202.66,10,True,False,2024-12-15 23:13:01,23,6,True,0.448
QRY_001175,CUST_0175,The Yoga Mat makes a strange noise when I use it,Sports,Technical Support,5.34,3.0,Gold,44.7,10,154.81,11,False,False,2025-04-10 02:03:06,2,3,False,0.275
QRY_001176,CUST_0176,My order #ORD609442 was supposed to arrive yesterday but I haven't received it,Books,Shipping,1.52,4.3,Bronze,3.1,6,126.89,13,True,False,2025-05-31 07:05:25,7,5,True,0.31
QRY_001177,CUST_0177,My package was delivered but I wasn't home. Where is it now?,Electronics,Shipping,3.27,4.1,Bronze,31.0,5,222.35,12,False,False,2025-07-12 01:04:33,1,5,True,0.121
QRY_001178,CUST_0178,Can you expedite shipping for order #ORD217369? I need it urgently,Sports,Shipping,1.46,2.6,Bronze,23.6,17,159.83,11,True,True,2025-08-12 16:52:40,16,1,False,0.269
QRY_001179,CUST_0179,My package was delivered but I wasn't home. Where is it now?,Books,Shipping,1.33,4.2,Bronze,0.6,17,154.11,12,False,False,2025-05-12 15:03:11,15,0,False,0.218
QRY_001180,CUST_0180,I need to update my billing address for order #ORD712710,Electronics,Billing,2.2,3.8,Gold,38.5,15,203.27,10,True,False,2025-07-27 00:21:50,0,6,True,0.561
QRY_001181,CUST_0181,Can you expedite shipping for order #ORD212002? I need it urgently,Home & Garden,Shipping,2.3,3.9,Silver,23.7,15,228.98,11,True,True,2025-03-26 08:38:09,8,2,False,0.064
QRY_001182,CUST_0182,The tracking shows my package is stuck in Reeseview for 3 days,Books,Shipping,2.06,3.4,Bronze,2.8,10,123.86,12,False,False,2024-12-15 15:50:02,15,6,True,0.287
QRY_001183,CUST_0183,The Lawn Mower app keeps crashing on my phone,Home & Garden,Technical Support,10.18,1.6,Bronze,6.4,4,148.27,9,False,False,2024-10-27 19:40:36,19,6,True,0.379
QRY_001184,CUST_0184,Why was I charged tax on my order when I live in Wisconsin?,Books,Billing,1.86,4.2,Bronze,27.3,15,161.71,13,False,False,2025-06-06 05:58:34,5,4,False,0.351
QRY_001185,CUST_0185,My order #ORD927119 was supposed to arrive yesterday but I haven't received it,Electronics,Shipping,3.28,3.1,Silver,50.7,19,93.86,13,True,False,2024-11-17 12:15:22,12,6,True,0.407
QRY_001186,CUST_0186,I ordered Smart Watch but received Vacuum Cleaner instead,Electronics,Returns,2.49,3.1,Platinum,6.3,19,169.12,9,False,False,2025-07-21 03:59:27,3,0,False,0.092
QRY_001187,CUST_0187,Can you tell me more about the warranty for Tennis Racket?,Sports,Product Info,1.81,4.7,Silver,17.3,9,118.84,11,False,False,2025-04-26 12:05:47,12,5,True,0.222
QRY_001188,CUST_0188,The tracking shows my package is stuck in East James for 3 days,Clothing,Shipping,1.54,4.3,Gold,10.3,11,122.23,13,False,False,2024-10-30 03:53:34,3,2,False,0.495
QRY_001189,CUST_0189,I was charged twice for my order #ORD183985. Can you help me get a refund?,Home & Garden,Billing,1.88,4.3,Silver,4.0,16,160.15,15,True,False,2025-08-01 22:51:01,22,4,False,0.109
QRY_001190,CUST_0190,I need to change the delivery address for order #ORD852233,Home & Garden,Shipping,0.97,4.3,Silver,20.8,9,74.21,10,True,False,2024-12-25 09:58:48,9,2,False,0.14
QRY_001191,CUST_0191,The Dumbbells makes a strange noise when I use it,Sports,Technical Support,3.12,2.6,Gold,74.8,14,141.15,10,False,False,2025-09-27 08:24:04,8,5,True,0.2
QRY_001192,CUST_0192,I was charged twice for my order #ORD772528. Can you help me get a refund?,Books,Billing,1.95,3.7,Bronze,7.2,14,110.09,15,True,False,2025-06-10 17:48:34,17,1,False,0.238
QRY_001193,CUST_0193,Can you expedite shipping for order #ORD520124? I need it urgently,Electronics,Shipping,3.33,2.7,Bronze,6.0,14,149.18,11,True,True,2025-06-12 03:07:48,3,3,False,0.302
QRY_001194,CUST_0194,My Jeans stopped working after 2 weeks. Can you help?,Clothing,Technical Support,6.98,2.2,Silver,21.5,16,209.42,10,False,False,2025-09-03 19:47:04,19,2,False,0.559
QRY_001195,CUST_0195,What's the difference between Bike Helmet and Bike Helmet?,Sports,Product Info,1.17,4.9,Silver,20.0,15,191.02,9,False,False,2025-07-30 03:46:24,3,2,False,0.317
QRY_001196,CUST_0196,Is the Cookbook compatible with Cookbook?,Books,Product Info,0.84,5.0,Silver,27.4,13,175.36,6,False,False,2024-12-30 09:01:30,9,0,False,0.451
QRY_001197,CUST_0197,I was charged twice for my order #ORD485456. Can you help me get a refund?,Books,Billing,2.32,3.3,Bronze,51.1,17,,15,True,False,2025-08-14 02:41:02,2,3,False,0.342
QRY_001198,CUST_0198,I was charged twice for my order #ORD778540. Can you help me get a refund?,Books,Billing,3.17,3.0,Bronze,32.7,8,157.34,15,True,False,2025-06-12 18:19:02,18,3,False,0.086
QRY_001199,CUST_0199,Can you expedite shipping for order #ORD835325? I need it urgently,Sports,Shipping,0.94,5.0,Gold,17.0,13,182.27,11,True,True,2025-04-11 01:37:22,1,4,False,0.097
QRY_001200,CUST_0200,Can you tell me more about the warranty for Jacket?,Clothing,Product Info,1.12,4.2,Gold,2.7,15,258.16,10,False,False,2024-12-09 04:38:28,4,0,False,0.403
QRY_001201,CUST_0201,I was charged twice for my order #ORD853489. Can you help me get a refund?,Sports,Billing,1.09,4.9,Platinum,10.0,14,203.68,15,True,False,2024-12-26 02:45:39,2,3,False,0.097
QRY_001202,CUST_0202,Is the Bike Helmet compatible with Basketball?,Sports,Product Info,1.15,4.1,Bronze,20.9,10,98.67,7,False,False,2025-02-20 12:05:15,12,3,False,0.192
QRY_001203,CUST_0203,I need to change the delivery address for order #ORD236523,Sports,Shipping,3.26,3.5,Bronze,49.3,15,228.28,10,True,False,2024-11-22 01:27:20,1,4,False,0.331
QRY_001204,CUST_0204,My credit card shows a charge of $259.00 but I only ordered items worth $227.00,Electronics,Billing,5.8,3.5,Silver,14.2,11,146.71,15,False,False,2025-05-09 01:49:22,1,4,False,0.305
QRY_001205,CUST_0205,I need to update my billing address for order #ORD747684,Home & Garden,Billing,2.37,3.1,Bronze,38.0,14,162.19,10,True,False,2025-06-12 08:25:16,8,3,False,0.049
QRY_001206,CUST_0206,My order #ORD239675 was supposed to arrive yesterday but I haven't received it,Home & Garden,Shipping,2.77,,Silver,7.7,20,121.8,13,True,False,2025-08-12 00:11:48,0,1,False,0.081
QRY_001207,CUST_0207,Can you expedite shipping for order #ORD502124? I need it urgently,Clothing,Shipping,1.67,4.8,Silver,69.0,11,73.72,11,True,True,2024-12-19 14:35:51,14,3,False,0.157
QRY_001208,CUST_0208,What are the dimensions of the Jacket?,Clothing,Product Info,0.71,5.0,Platinum,12.6,17,115.4,7,False,False,2025-03-29 14:16:35,14,5,True,0.359
QRY_001209,CUST_0209,What's the difference between Bike Helmet and Running Shoes?,Sports,Product Info,1.47,3.8,Bronze,0.8,14,145.89,9,False,False,2025-02-06 19:07:16,19,3,False,0.313
QRY_001210,CUST_0210,The tracking shows my package is stuck in North Rachel for 3 days,Clothing,Shipping,1.02,5.0,Platinum,4.9,15,205.86,13,False,False,2025-01-04 10:12:23,10,5,True,0.094
QRY_001211,CUST_0211,I lost my receipt but want to return this Programming Book,Books,Returns,2.28,2.5,Bronze,0.8,18,145.51,11,False,False,2025-09-14 20:30:02,20,6,True,0.162
QRY_001212,CUST_0212,I need to change the delivery address for order #ORD194002,Sports,Shipping,2.07,3.6,Bronze,3.2,14,222.01,10,True,False,2025-01-09 20:54:08,20,3,False,0.331
QRY_001213,CUST_0213,The tracking shows my package is stuck in Chavezmouth for 3 days,Clothing,Shipping,2.73,4.0,Bronze,16.2,9,127.69,12,False,False,2024-11-17 11:35:56,11,6,True,0.227
QRY_001214,CUST_0214,The tracking shows my package is stuck in East Nicoleview for 3 days,Home & Garden,Shipping,2.2,3.9,Bronze,1.8,11,,13,False,False,2025-06-15 08:07:47,8,6,True,0.39
QRY_001215,CUST_0215,I need to update my billing address for order #ORD272998,Home & Garden,Billing,2.35,4.8,Silver,8.3,15,101.65,10,True,False,2024-11-08 00:43:29,0,4,False,0.063
QRY_001216,CUST_0216,Can you tell me more about the warranty for Running Shoes?,Sports,Product Info,1.79,4.1,Bronze,103.6,8,147.61,11,False,False,2025-07-03 16:21:00,16,3,False,0.405
QRY_001217,CUST_0217,Can I return this Dress even though it's been 40 days?,Clothing,Returns,1.35,3.6,Silver,29.1,13,160.42,11,False,False,2024-11-05 16:29:49,16,1,False,0.429
QRY_001218,CUST_0218,I was charged twice for my order #ORD473838. Can you help me get a refund?,Clothing,Billing,0.96,4.2,Bronze,10.4,11,47.91,15,True,False,2025-07-05 15:49:44,15,5,True,0.023
QRY_001219,CUST_0219,I want to return the Bike Helmet I ordered. It doesn't fit properly,Sports,Returns,3.33,2.3,Silver,28.1,15,219.97,13,False,False,2025-03-06 12:41:35,12,3,False,0.279
QRY_001220,CUST_0220,The Boots arrived damaged. How do I return it?,Clothing,Returns,3.0,2.5,Bronze,66.1,14,,9,False,False,2025-10-01 05:04:31,5,2,False,0.34
QRY_001221,CUST_0221,I lost my receipt but want to return this T-shirt,Clothing,Returns,3.38,3.2,Bronze,40.5,12,253.76,10,False,False,2024-11-11 20:38:40,20,0,False,0.169
QRY_001222,CUST_0222,My order #ORD905572 was supposed to arrive yesterday but I haven't received it,Electronics,Shipping,2.18,3.5,Silver,31.6,6,115.54,13,True,False,2025-02-22 11:56:15,11,5,True,0.402
QRY_001223,CUST_0223,When will the Bike Helmet be back in stock?,Sports,Product Info,1.0,4.9,Bronze,4.2,17,176.14,9,False,False,2025-06-12 08:14:45,8,3,False,0.036
QRY_001224,CUST_0224,I can't connect my iPhone to WiFi. What should I do?,Electronics,Technical Support,4.8,3.8,Silver,16.5,13,121.31,11,False,False,2024-11-20 16:37:58,16,2,False,0.062
QRY_001225,CUST_0225,When will the Dumbbells be back in stock?,Sports,Product Info,1.93,3.3,Bronze,134.6,8,137.13,8,False,False,2025-01-26 11:41:55,11,6,True,0.715
QRY_001226,CUST_0226,What's the difference between Yoga Mat and Basketball?,Sports,Product Info,0.94,5.0,Gold,31.2,15,66.57,8,False,False,2025-04-28 10:14:46,10,0,False,0.271
QRY_001227,CUST_0227,I was charged twice for my order #ORD174159. Can you help me get a refund?,Electronics,Billing,5.84,2.7,Bronze,11.1,16,234.2,15,True,False,2025-09-25 19:50:02,19,3,False,0.453
QRY_001228,CUST_0228,I ordered T-shirt but received Tablet instead,Clothing,Returns,2.32,3.6,Silver,49.6,17,127.06,7,False,False,2024-12-31 19:33:32,19,1,False,0.059
QRY_001229,CUST_0229,My credit card shows a charge of $449.00 but I only ordered items worth $128.00,Home & Garden,Billing,2.37,4.0,Bronze,21.5,18,223.83,15,False,False,2025-07-31 01:11:42,1,3,False,0.316
QRY_001230,CUST_0230,When will the Biography be back in stock?,Books,Product Info,0.87,4.9,Silver,3.4,8,219.0,8,False,False,2025-03-02 10:27:58,10,6,True,0.263
QRY_001231,CUST_0231,My order #ORD637555 was supposed to arrive yesterday but I haven't received it,Sports,Shipping,0.76,4.9,Platinum,4.8,16,177.18,13,True,False,2025-07-12 14:55:00,14,5,True,0.593
QRY_001232,CUST_0232,The tracking shows my package is stuck in Kristyport for 3 days,Home & Garden,Shipping,2.58,3.5,Silver,17.4,10,131.47,12,False,False,2025-02-11 06:20:28,6,1,False,0.168
QRY_001233,CUST_0233,Is the Sneakers compatible with Jeans?,Clothing,Product Info,1.99,3.4,Bronze,11.9,22,85.27,6,False,False,2025-07-10 23:56:40,23,3,False,0.431
QRY_001234,CUST_0234,My credit card shows a charge of $415.00 but I only ordered items worth $64.00,Clothing,Billing,1.33,4.2,Gold,3.4,22,208.04,15,False,False,2025-06-13 20:57:56,20,4,False,0.461
QRY_001235,CUST_0235,I need to change the delivery address for order #ORD183029,Electronics,Shipping,2.9,3.8,Bronze,1.8,8,199.81,10,True,False,2025-02-25 21:17:29,21,1,False,0.415
QRY_001236,CUST_0236,I need to update my billing address for order #ORD360732,Clothing,Billing,1.26,3.9,Silver,6.9,13,125.31,10,True,False,2025-06-25 09:24:23,9,2,False,0.22
QRY_001237,CUST_0237,What are the dimensions of the Jeans?,Clothing,Product Info,1.26,4.5,Bronze,4.4,14,169.1,7,False,False,2025-09-29 02:04:40,2,0,False,0.181
QRY_001238,CUST_0238,Why was I charged tax on my order when I live in Ohio?,Home & Garden,Billing,2.69,2.8,Silver,48.6,9,171.5,13,False,False,2025-10-12 23:07:15,23,6,True,0.542
QRY_001239,CUST_0239,My package was delivered but I wasn't home. Where is it now?,Clothing,Shipping,2.17,5.0,Bronze,1.4,3,186.63,12,False,False,2025-07-26 04:38:50,4,5,True,0.134
QRY_001240,CUST_0240,Is the Tennis Racket compatible with Bike Helmet?,Sports,Product Info,1.67,5.0,Bronze,17.0,3,145.96,8,False,False,2025-01-06 12:38:18,12,0,False,0.325
QRY_001241,CUST_0241,My package was delivered but I wasn't home. Where is it now?,Clothing,Shipping,0.84,5.0,Platinum,80.5,13,199.9,12,False,False,2024-11-12 08:38:30,8,1,False,0.261
QRY_001242,CUST_0242,Is the T-shirt compatible with Jacket?,Clothing,Product Info,1.07,5.0,Silver,26.4,7,5.19,6,False,False,2025-03-12 08:59:21,8,2,False,0.069
QRY_001243,CUST_0243,My Tennis Racket stopped working after 2 weeks. Can you help?,Sports,Technical Support,4.07,2.9,Bronze,29.3,9,118.81,11,False,False,2024-12-29 09:59:22,9,6,True,0.136
QRY_001244,CUST_0244,My credit card shows a charge of $285.00 but I only ordered items worth $202.00,Sports,Billing,2.69,4.3,Gold,4.7,19,245.7,15,False,False,2025-07-18 13:02:56,13,4,False,0.544
QRY_001245,CUST_0245,My package was delivered but I wasn't home. Where is it now?,Home & Garden,Shipping,2.77,4.1,Silver,23.1,17,205.28,12,False,False,2025-09-23 06:10:42,6,1,False,0.587
QRY_001246,CUST_0246,I was charged twice for my order #ORD241677. Can you help me get a refund?,Books,Billing,2.22,4.8,Bronze,25.8,11,209.35,15,True,False,2025-01-09 14:03:40,14,3,False,0.191
QRY_001247,CUST_0247,My credit card shows a charge of $296.00 but I only ordered items worth $191.00,Sports,Billing,4.06,3.0,Bronze,25.7,13,137.79,15,False,False,2025-08-18 11:41:59,11,0,False,0.234
QRY_001248,CUST_0248,The T-shirt app keeps crashing on my phone,Clothing,Technical Support,4.42,3.8,Bronze,26.4,15,198.2,8,False,False,2024-10-27 07:54:02,7,6,True,0.181
QRY_001249,CUST_0249,Why was I charged tax on my order when I live in New Mexico?,Electronics,Billing,1.74,3.4,Gold,13.7,16,141.35,14,False,False,2025-04-23 09:46:36,9,2,False,0.116
QRY_001250,CUST_0250,Can I return this Jeans even though it's been 40 days?,Clothing,Returns,3.97,2.2,Bronze,11.0,11,150.78,11,False,False,2025-08-12 11:34:41,11,1,False,0.159
QRY_001251,CUST_0251,Can I return this Programming Book even though it's been 40 days?,Books,Returns,1.9,3.2,Bronze,14.3,9,232.1,12,False,False,2025-04-14 01:06:56,1,0,False,0.505
QRY_001252,CUST_0252,Can you tell me more about the warranty for Bike Helmet?,Sports,Product Info,0.81,4.9,Silver,14.9,11,200.49,11,False,False,2025-07-11 11:17:00,11,4,False,0.116
QRY_001253,CUST_0253,Why was I charged tax on my order when I live in Rhode Island?,Books,Billing,2.35,3.8,Silver,15.7,11,201.13,14,False,False,2024-11-26 16:28:46,16,1,False,0.11
QRY_001254,CUST_0254,My Textbook stopped working after 2 weeks. Can you help?,Books,Technical Support,5.26,2.8,Silver,34.7,20,271.99,10,False,False,2025-06-22 18:00:47,18,6,True,0.463
QRY_001255,CUST_0255,Why was I charged tax on my order when I live in Indiana?,Clothing,Billing,3.49,2.4,Bronze,0.2,10,65.35,13,False,False,2025-02-02 02:03:08,2,6,True,0.329
QRY_001256,CUST_0256,I need to change the delivery address for order #ORD269170,Clothing,Shipping,2.07,4.3,Bronze,8.8,15,145.08,10,True,False,2025-01-31 12:48:47,12,4,False,0.09
QRY_001257,CUST_0257,Can I return this Novel even though it's been 40 days?,Books,Returns,1.93,3.4,Bronze,22.6,14,100.88,11,False,False,2025-06-16 13:45:34,13,0,False,0.133
QRY_001258,CUST_0258,Can I return this MacBook even though it's been 40 days?,Electronics,Returns,3.65,2.7,Bronze,27.4,8,138.77,11,False,False,2025-02-18 07:59:10,7,1,False,0.39
QRY_001259,CUST_0259,The tracking shows my package is stuck in Lake Linda for 3 days,Books,Shipping,0.75,5.0,Silver,2.7,13,149.02,13,False,False,2025-05-28 14:19:57,14,2,False,0.196
QRY_001260,CUST_0260,What are the dimensions of the Bike Helmet?,Sports,Product Info,0.5,5.0,Gold,19.2,20,177.62,8,False,False,2025-09-29 03:48:00,3,0,False,0.357
QRY_001261,CUST_0261,How do I reset my Running Shoes to factory settings?,Sports,Technical Support,3.32,2.9,Gold,51.7,9,79.87,10,False,False,2025-04-18 11:03:54,11,4,False,0.294
QRY_001262,CUST_0262,I lost my receipt but want to return this Jeans,Clothing,Returns,2.18,4.2,Gold,55.3,10,237.48,10,False,False,2025-04-01 06:26:25,6,1,False,0.163
QRY_001263,CUST_0263,My credit card shows a charge of $490.00 but I only ordered items worth $153.00,Clothing,Billing,1.6,3.1,Gold,7.7,16,116.33,15,False,False,2025-06-04 20:22:48,20,2,False,0.36
QRY_001264,CUST_0264,I need to change the delivery address for order #ORD747561,Books,Shipping,1.37,3.7,Silver,14.4,13,163.95,10,True,False,2025-02-23 17:03:04,17,6,True,0.563
QRY_001265,CUST_0265,The tracking shows my package is stuck in Port Kathyshire for 3 days,Books,Shipping,1.22,4.4,Silver,47.7,9,152.19,13,False,False,2024-12-07 19:54:45,19,5,True,0.28
QRY_001266,CUST_0266,The Dumbbells app keeps crashing on my phone,Sports,Technical Support,5.28,1.8,Silver,19.0,9,142.65,8,False,False,2025-07-10 11:17:19,11,3,False,0.404
QRY_001267,CUST_0267,What are the dimensions of the Jeans?,Clothing,Product Info,1.2,4.8,Silver,16.5,14,233.89,7,False,False,2024-12-12 11:04:29,11,3,False,0.367
QRY_001268,CUST_0268,The Coffee Maker app keeps crashing on my phone,Home & Garden,Technical Support,4.05,3.3,Silver,113.7,7,122.32,9,False,False,2024-12-27 20:27:58,20,4,False,0.397
